customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_probability,predicted_churn,risk_category,cluster,segment_name,pca_1,pca_2,strategic_group
4381-MHQDC,1,United States,California,Solvang,93463,"34.624399, -120.137875",34.624399,-120.137875,Female,No,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.9,No,0,40,3286,Attitude of support person,0.0239734502374829,0,Low,0,Established High-Value,-1.0684000197129369,0.7039060180015696,Standard
0266-CLZKZ,1,United States,California,San Marcos,92078,"33.119028, -117.166036",33.119028,-117.166036,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,0,59,6383,Attitude of support person,0.023966387496586,0,Low,0,Established High-Value,-2.0440494888307144,4.755641973407196,Standard
2330-PQGDQ,1,United States,California,Gualala,95445,"38.848082, -123.50608",38.848082,-123.50608,Male,No,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),84.2,4299.75,No,0,33,4952,Attitude of support person,0.0239476820485146,0,Low,0,Established High-Value,-1.2023753702511584,2.0302447290861547,Standard
7190-XHTWJ,1,United States,California,Newbury Park,91320,"34.172071, -118.946262",34.172071,-118.946262,Female,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,No,0,32,4705,Attitude of support person,0.0239222565014351,0,Low,1,Low-Spend Stable,6.615198514249771,-0.4688819299453443,Standard
9339-FIIJL,1,United States,California,Avenal,93204,"35.916943, -120.129921",35.916943,-120.129921,Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,No,0,62,6450,Attitude of support person,0.0239110870089058,0,Low,0,Established High-Value,-1.4848075138969596,4.845564831279279,Standard
0909-SELIE,1,United States,California,Clearlake Oaks,95423,"39.07116, -122.598542",39.07116,-122.598542,Male,No,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,No,0,72,4302,Attitude of support person,0.0238912828976719,0,Low,0,Established High-Value,-1.6459631376453905,4.10329880806319,Standard
8672-OAUPW,1,United States,California,Corona,92883,"33.762351, -117.488725",33.762351,-117.488725,Male,No,No,No,51,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),47.85,2356.75,No,0,56,4138,Attitude of support person,0.0238859563423643,0,Low,2,New High-Risk,-0.5576382761633989,-1.2165913305209632,Standard
8181-YHCMF,1,United States,California,La Mesa,91941,"32.759327, -116.99726",32.759327,-116.99726,Female,No,Yes,No,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,No,0,24,4864,Attitude of support person,0.0238443520767428,0,Low,3,Mid-Tenure Moderate-Risk,-1.410259863301091,3.414458624148313,Standard
3796-ENZGF,1,United States,California,The Sea Ranch,95497,"38.696659, -123.436861",38.696659,-123.436861,Male,No,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.25,4234.15,No,0,36,6438,Attitude of support person,0.0238439337042795,0,Low,0,Established High-Value,-0.8970090311666016,2.352832154628427,Standard
2581-VKIRT,1,United States,California,Kings Beach,96143,"39.246654, -120.029273",39.246654,-120.029273,Female,No,Yes,No,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,3801.3,No,0,35,5631,Attitude of support person,0.023842253537926,0,Low,0,Established High-Value,-0.7702690774099145,1.7313712364384488,Standard
5003-XZWWO,1,United States,California,Capistrano Beach,92624,"33.458754, -117.665104",33.458754,-117.665104,Male,No,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.2,5956.85,No,0,33,4753,Attitude of support person,0.0238323990373178,0,Low,0,Established High-Value,-1.443048476001655,4.584699866445881,Standard
4537-CIBHB,1,United States,California,Arvin,93203,"35.116307, -118.817644",35.116307,-118.817644,Female,No,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,172.35,No,0,48,4272,Attitude of support person,0.0238176139724309,0,Low,1,Low-Spend Stable,6.988426100626492,0.3430517351562707,Standard
9447-YPTBX,1,United States,California,Alhambra,91801,"34.090925, -118.128164",34.090925,-118.128164,Female,No,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,943.1,No,0,39,4358,Attitude of support person,0.0238149901419995,0,Low,1,Low-Spend Stable,5.811235668677589,0.8957907924462,Standard
0902-RFHOF,1,United States,California,Loomis,95650,"38.809175, -121.171375",38.809175,-121.171375,Male,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,730.1,No,0,26,2907,Attitude of support person,0.0237921163440187,0,Low,1,Low-Spend Stable,6.622051198785034,-0.6992552538286407,Standard
3441-CGZJH,1,United States,California,Lost Hills,93249,"35.637715, -119.893068",35.637715,-119.893068,Female,No,Yes,Yes,43,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.4,2640.55,No,0,61,2725,Attitude of support person,0.0237841268794611,0,Low,3,Mid-Tenure Moderate-Risk,-1.4913807385250344,2.6955286550720663,Standard
0301-KOBTQ,1,United States,California,Capitola,95010,"36.977025, -121.952864",36.977025,-121.952864,Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,No,0,20,3398,Attitude of support person,0.0237180043168935,0,Low,1,Low-Spend Stable,5.978008730337251,-0.0229533138400157,Standard
3654-ARMGP,1,United States,California,Los Angeles,90064,"34.037251, -118.423573",34.037251,-118.423573,Female,No,No,No,61,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.65,5321.25,No,0,79,4730,Attitude of support person,0.0236650168171205,0,Low,0,Established High-Value,-1.4360906031386504,3.549174846309802,Standard
4568-KNYWR,1,United States,California,Fullerton,92831,"33.879983, -117.895482",33.879983,-117.895482,Male,No,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.45,No,0,43,6471,Attitude of support person,0.023657372144101,0,Low,0,Established High-Value,-1.155440130292683,0.9549349898049188,Standard
9253-VIFJQ,1,United States,California,Chualar,93925,"36.596271, -121.442274",36.596271,-121.442274,Male,No,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),67.05,4309.55,No,0,52,5224,Attitude of support person,0.0235993128061861,0,Low,0,Established High-Value,-1.194604005271699,2.35150389745951,Standard
2274-XUATA,1,United States,California,Earp,92242,"34.137742, -114.36514",34.137742,-114.36514,Male,Yes,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.1,4685.55,No,0,56,4933,Attitude of support person,0.0235652613450388,0,Low,3,Mid-Tenure Moderate-Risk,-2.2666462133713243,4.083086169495351,Standard
6203-HBZPA,1,United States,California,Forestville,95436,"38.499302, -122.92444",38.499302,-122.92444,Male,No,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,No,0,36,5380,Attitude of support person,0.0235620469550556,0,Low,3,Mid-Tenure Moderate-Risk,-1.246812274314791,3.015623560410411,Standard
9677-AVKED,1,United States,California,La Verne,91750,"34.144703, -117.770299",34.144703,-117.770299,Female,No,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.6,4449.75,No,0,60,4733,Attitude of support person,0.0235524243843325,0,Low,0,Established High-Value,-1.8878473868453345,2.953987162261297,Standard
6701-YVNQG,1,United States,California,Moreno Valley,92553,"33.923149, -117.244933",33.923149,-117.244933,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.7,6301.7,No,0,41,5764,Attitude of support person,0.0235326617594561,0,Low,0,Established High-Value,-1.8689272441640703,5.428304545837894,Standard
1951-IEYXM,1,United States,California,Rancho Cucamonga,91730,"34.10097, -117.57882",34.10097,-117.57882,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.6,6441.85,No,0,73,4528,Attitude of support person,0.0235250134974716,0,Low,0,Established High-Value,-1.8837767471564892,5.298512886191507,Standard
0565-IYCGT,1,United States,California,Cardiff By The Sea,92007,"33.015866, -117.272254",33.015866,-117.272254,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,1,93,6230,Attitude of support person,0.023400818622123,0,Low,0,Established High-Value,-1.800785669519107,3.378858579573086,Standard
4121-AGSIN,1,United States,California,Ben Lomond,95005,"37.078873, -122.090386",37.078873,-122.090386,Female,No,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,No,0,47,4455,Attitude of support person,0.0233712931124326,0,Low,1,Low-Spend Stable,5.326873287603928,1.7043502019595094,Standard
9477-LGWQI,1,United States,California,Darwin,93522,"36.319181, -117.593053",36.319181,-117.593053,Male,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,No,0,70,5715,Attitude of support person,0.0233309461947052,0,Low,0,Established High-Value,-1.473865764719394,3.910296917502677,Standard
4057-FKCZK,1,United States,California,Prather,93651,"37.007238, -119.505661",37.007238,-119.505661,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),82.5,4828.05,No,0,25,4348,Attitude of support person,0.0233178018110253,0,Low,0,Established High-Value,-1.308498276765898,1.692646361624818,Standard
8218-FFJDS,1,United States,California,Georgetown,95634,"38.9386, -120.785514",38.9386,-120.785514,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.4,6058.95,No,0,27,6114,Attitude of support person,0.0233150538880089,0,Low,0,Established High-Value,-1.864782318490768,4.584987323058105,Standard
5248-YGIJN,1,United States,California,Los Angeles,90031,"34.085807, -118.206617",34.085807,-118.206617,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,No,0,21,5974,Attitude of support person,0.0232895383856731,0,Low,0,Established High-Value,-1.886523936247776,5.471874662490389,Standard
5380-XPJNZ,1,United States,California,San Francisco,94103,"37.773147, -122.411287",37.773147,-122.411287,Female,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,No,0,27,4539,Attitude of support person,0.0232399910526651,0,Low,1,Low-Spend Stable,6.614529536368132,-0.4977838307082821,Standard
9489-DEDVP,1,United States,California,Los Angeles,90044,"33.952714, -118.292061",33.952714,-118.292061,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,No,0,25,4715,Attitude of support person,0.0232366279212371,0,Low,0,Established High-Value,-1.704208539357955,2.6271467262018016,Standard
2890-WFBHU,1,United States,California,Salyer,95563,"40.89866, -123.539754",40.89866,-123.539754,Female,No,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.85,4786.1,No,0,64,6041,Attitude of support person,0.0232329227310577,0,Low,0,Established High-Value,-1.2660508343170327,3.184743366273434,Standard
9073-ZZIAY,1,United States,California,Long Beach,90806,"33.802664, -118.179971",33.802664,-118.179971,Male,No,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,0,62,5769,Attitude of support person,0.0232326281422591,0,Low,0,Established High-Value,-1.0885876979617148,4.090662198752174,Standard
3724-BSCVH,1,United States,California,Mecca,92254,"33.543835, -115.993906",33.543835,-115.993906,Male,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,242.4,No,0,54,4613,Attitude of support person,0.0232306333383584,0,Low,1,Low-Spend Stable,6.979854731638042,0.4112570478964245,Standard
6427-FEFIG,1,United States,California,South San Francisco,94080,"37.654436, -122.426468",37.654436,-122.426468,Female,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,No,0,30,2939,Attitude of support person,0.0232275788556678,0,Low,0,Established High-Value,-0.8111055117761239,2.8038288652405607,Standard
0221-NAUXK,1,United States,California,Moreno Valley,92553,"33.923149, -117.244933",33.923149,-117.244933,Male,No,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.95,219.5,No,0,48,3044,Attitude of support person,0.0232166063459741,0,Low,1,Low-Spend Stable,6.212340845997073,-0.2305229915214102,Standard
8766-PAFNE,1,United States,California,Hayward,94545,"37.62984, -122.120843",37.62984,-122.120843,Male,No,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.1,5564.85,No,0,29,5872,Attitude of support person,0.0231786799557911,0,Low,0,Established High-Value,-1.4776111982039308,4.025998194288753,Standard
8204-YJCLA,1,United States,California,San Ysidro,92173,"32.555828, -117.040073",32.555828,-117.040073,Male,Yes,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No,0,68,4886,Attitude of support person,0.0231595474691194,0,Low,3,Mid-Tenure Moderate-Risk,-2.282594177339468,4.091419012739385,Standard
0617-AQNWT,1,United States,California,North Hills,91343,"34.238802, -118.482296",34.238802,-118.482296,Female,No,Yes,No,64,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,47.85,3147.5,Yes,1,66,6347,Competitor made better offer,0.0230443704990099,0,Low,3,Mid-Tenure Moderate-Risk,-1.307825644907851,2.0719458417094327,Standard
8932-CZHRQ,1,United States,California,Bell,90201,"33.970343, -118.171368",33.970343,-118.171368,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,5233.25,No,0,33,5395,Attitude of support person,0.02302527570167,0,Low,0,Established High-Value,-1.3973616544694152,2.509642089873491,Standard
0214-JHPFW,1,United States,California,Lost Hills,93249,"35.637715, -119.893068",35.637715,-119.893068,Female,No,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,No,0,42,5640,Attitude of support person,0.0230164674868433,0,Low,3,Mid-Tenure Moderate-Risk,-1.3979696457739923,3.513990335929176,Standard
1755-FZQEC,1,United States,California,Ventura,93001,"34.360261, -119.306383",34.360261,-119.306383,Male,No,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,791.15,No,0,69,4041,Attitude of support person,0.0230094138459761,0,Low,1,Low-Spend Stable,6.611952043775737,-0.5325385975175099,Standard
9170-GYZJC,1,United States,California,Vallecito,95251,"38.055562, -120.456298",38.055562,-120.456298,Female,No,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9,3326.2,Yes,1,84,4734,Price too high,0.0230041484918085,0,Low,0,Established High-Value,-1.0204247399116089,3.086406738378743,Standard
9479-HYNYL,1,United States,California,La Jolla,92037,"32.853743, -117.25034",32.853743,-117.25034,Female,No,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,No,0,24,5617,Attitude of support person,0.0229830600668988,0,Low,0,Established High-Value,-1.4965352879508032,4.020547415251282,Standard
5317-FLPJF,1,United States,California,Altadena,91001,"34.196837, -118.142236",34.196837,-118.142236,Female,No,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,No,0,67,4824,Attitude of support person,0.0229662675892936,0,Low,3,Mid-Tenure Moderate-Risk,-1.814594667710988,2.477514752461828,Standard
5857-XRECV,1,United States,California,Manteca,95336,"37.830267, -121.201018",37.830267,-121.201018,Female,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,No,0,47,4486,Attitude of support person,0.0229570724327807,0,Low,1,Low-Spend Stable,6.71876356056682,-0.1361035598699898,Standard
4884-LEVMQ,1,United States,California,Valley Springs,95252,"38.156971, -120.849231",38.156971,-120.849231,Male,No,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.45,790.0,No,0,80,2165,Attitude of support person,0.0229112764276175,0,Low,1,Low-Spend Stable,5.9682579287475095,0.7670953542651334,Standard
8591-TKMZH,1,United States,California,Claremont,91711,"34.127621, -117.717863",34.127621,-117.717863,Male,No,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,No,0,76,4952,Attitude of support person,0.0228985278635056,0,Low,0,Established High-Value,-1.639843057890807,4.588403000467445,Standard
1265-ZFOSD,1,United States,California,Stonyford,95979,"39.288127, -122.415841",39.288127,-122.415841,Female,No,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,0,74,5254,Attitude of support person,0.0228908565333035,0,Low,0,Established High-Value,-1.3949886918398748,3.87407515937618,Standard
8060-HIWJJ,1,United States,California,Lincoln,95648,"38.922812, -121.312005",38.922812,-121.312005,Male,No,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,5632.55,No,0,57,4934,Attitude of support person,0.0228463483915851,0,Low,0,Established High-Value,-1.4402542270547016,3.6510806312427415,Standard
8169-SAEJD,1,United States,California,Lancaster,93535,"34.712708, -117.889656",34.712708,-117.889656,Male,Yes,Yes,No,69,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.55,3952.65,No,0,28,4162,Attitude of support person,0.0228268288059044,0,Low,3,Mid-Tenure Moderate-Risk,-1.8062319561249087,2.2553021187939857,Standard
1114-CENIM,1,United States,California,San Jacinto,92582,"33.806708, -117.02007",33.806708,-117.02007,Male,No,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.0,3092.65,Yes,1,84,5282,Don't know,0.0228156911637429,0,Low,2,New High-Risk,-1.5465173867493218,-0.7004679938067007,Standard
5676-CFLYY,1,United States,California,Ahwahnee,93601,"37.375816, -119.739935",37.375816,-119.739935,Male,No,Yes,No,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,No,0,68,5124,Attitude of support person,0.0228099943843468,0,Low,0,Established High-Value,-1.4243484741666184,3.0084177482703782,Standard
8345-MVDYC,1,United States,California,Gardena,90248,"33.876482, -118.284077",33.876482,-118.284077,Female,No,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.65,3618.7,No,0,41,5937,Attitude of support person,0.0228057584877232,0,Low,0,Established High-Value,-0.7551399149700586,2.57681307725544,Standard
5458-CQJTA,1,United States,California,Smith River,95567,"41.950683, -124.097094",41.950683,-124.097094,Male,No,Yes,No,65,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.8,4820.15,Yes,1,89,5207,Product dissatisfaction,0.0227800856331093,0,Low,0,Established High-Value,-1.301693843233655,2.8426722237925426,Standard
3363-DTIVD,1,United States,California,Reseda,91335,"34.200175, -118.540958",34.200175,-118.540958,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,0,63,5010,Attitude of support person,0.0227357128636775,0,Low,0,Established High-Value,-1.7811158776855438,4.191712522770693,Standard
8469-SNFFH,1,United States,California,San Pedro,90731,"33.736387, -118.284363",33.736387,-118.284363,Male,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),79.4,5528.9,No,0,38,5991,Attitude of support person,0.0227328217879336,0,Low,0,Established High-Value,-1.3129423410313958,4.247134639079422,Standard
8327-WKMIE,1,United States,California,Le Grand,95333,"37.249377, -120.249581",37.249377,-120.249581,Male,No,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,785.75,No,0,65,4422,Attitude of support person,0.0226799389104964,0,Low,1,Low-Spend Stable,6.335625531301289,-0.0721024002590273,Standard
8015-IHCGW,1,United States,California,Garden Grove,92844,"33.766476, -117.969795",33.766476,-117.969795,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.5,8425.15,No,0,65,4017,Attitude of support person,0.0226572655956159,0,Low,0,Established High-Value,-2.262791510587032,5.71171057282013,Standard
2845-KDHVX,1,United States,California,Sheridan,95681,"38.984756, -121.345074",38.984756,-121.345074,Female,No,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,68.3,4378.8,No,0,31,5425,Attitude of support person,0.0225948217453516,0,Low,0,Established High-Value,-0.976826501342164,2.4761543861109105,Standard
2171-UDMFD,1,United States,California,Chowchilla,93610,"37.100948, -120.270136",37.100948,-120.270136,Male,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,674.55,No,0,42,4363,Attitude of support person,0.0225763775346563,0,Low,1,Low-Spend Stable,5.990005038504529,0.3134725980553803,Standard
9674-EHPPG,1,United States,California,Berkeley,94707,"37.897753, -122.279391",37.897753,-122.279391,Male,No,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,No,0,44,2519,Attitude of support person,0.0225507063802579,0,Low,3,Mid-Tenure Moderate-Risk,-0.8398448112893259,0.8671870833534218,Standard
4072-IPYLT,1,United States,California,Randsburg,93554,"35.405722, -117.773354",35.405722,-117.773354,Female,No,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,1815.0,No,0,56,2161,Attitude of support person,0.0225309183299115,0,Low,2,New High-Risk,-0.3738672084966032,-1.3064899259644571,Standard
1084-MNSMJ,1,United States,California,El Dorado,95623,"38.63153, -120.842609",38.63153,-120.842609,Female,No,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,4421.95,No,0,43,6261,Attitude of support person,0.0224984779633561,0,Low,0,Established High-Value,-0.8075823048703943,4.38429019022954,Standard
6701-DHKWQ,1,United States,California,Montrose,91020,"34.2112, -118.230625",34.2112,-118.230625,Female,No,Yes,No,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),51.35,3244.4,No,0,55,4159,Attitude of support person,0.0224940568948716,0,Low,3,Mid-Tenure Moderate-Risk,-1.210798342911467,2.3194013619449634,Standard
9402-ROUMJ,1,United States,California,La Habra,90631,"33.940619, -117.9513",33.940619,-117.9513,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,No,0,64,5588,Attitude of support person,0.0224933916837391,0,Low,0,Established High-Value,-1.9170658505185283,4.236177326922504,Standard
6434-TTGJP,1,United States,California,Geyserville,95441,"38.731771, -123.064272",38.731771,-123.064272,Male,No,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,No,0,48,5671,Attitude of support person,0.0224675151854352,0,Low,3,Mid-Tenure Moderate-Risk,-0.5887850544581733,2.6339628822474053,Standard
7508-DQAKK,1,United States,California,Shingle Springs,95682,"38.598936, -120.963092",38.598936,-120.963092,Female,No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),86.4,5442.05,No,0,33,6474,Attitude of support person,0.022467323510665,0,Low,0,Established High-Value,-1.801831600552276,4.451492995909486,Standard
5393-HJZSM,1,United States,California,San Francisco,94129,"37.797526, -122.464531",37.797526,-122.464531,Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,No,0,70,5324,Attitude of support person,0.0223679251333075,0,Low,0,Established High-Value,-0.5279370724050645,2.304623358908471,Standard
7054-DMVAS,1,United States,California,Redwood Valley,95470,"39.298065, -123.25211",39.298065,-123.25211,Male,No,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.3,3512.9,No,0,61,4556,Attitude of support person,0.0223492628957973,0,Low,0,Established High-Value,-1.1752181721617394,0.7644881621019975,Standard
9391-LMANN,1,United States,California,Pico Rivera,90660,"33.989524, -118.089299",33.989524,-118.089299,Male,No,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,No,0,61,4523,Attitude of support person,0.0223156597083595,0,Low,0,Established High-Value,-1.1813863019693116,1.7545657885938273,Standard
0114-IGABW,1,United States,California,Cambria,93428,"35.591387, -121.032256",35.591387,-121.032256,Female,No,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,No,0,76,5224,Attitude of support person,0.0222446260541605,0,Low,3,Mid-Tenure Moderate-Risk,-1.4055652995308652,3.4915473495351166,Standard
7815-PDTHL,1,United States,California,Van Nuys,91401,"34.178483, -118.431791",34.178483,-118.431791,Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,684.4,No,0,45,3481,Attitude of support person,0.022175531591243,0,Low,1,Low-Spend Stable,6.248500421301288,-0.3934020768084283,Standard
0993-OSGPT,1,United States,California,Junction City,96048,"40.913192, -123.06597",40.913192,-123.06597,Female,Yes,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,No,0,24,6418,Attitude of support person,0.0221568585931176,0,Low,0,Established High-Value,-1.6723074613307498,1.8169569048484489,Standard
